Location,Latitude,Longitude,"Coordinates, ",Report Number,Last Modified,Repored On,Incident From,Incident To,Incident Type,,Description
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4047, 09-22-201706:53, 09-22-201706:52, 09-22-201706:52, 09-22-201706:52, Supplement,, Case status changed. Case Closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4099, 09-21-201708:02, 09-21-201708:02, 09-21-201708:02, 09-21-201708:02, Supplement,, Case status changed to closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4129, 10-04-201713:41, 10-04-201713:40, 10-04-201713:40, 10-04-201713:40, Supplement,, Case status changed to case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4187, 10-19-201701:36, 10-19-201701:34, 10-19-201701:34, 10-19-201701:34, Supplement,, Case status changed. Unfounded.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4225, 09-17-201711:56, 09-17-201709:34, 09-17-201709:34, 09-17-201709:34, Supplement,, Case status changed to closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4300, 10-17-201712:15, 10-17-201712:14, 10-17-201712:14, 10-17-201712:14, Supplement,, Case status change. Case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4325, 09-23-201712:15, 09-23-201712:13, 09-23-201712:13, 09-23-201712:13, Supplement,, Incident type changed to Disorderly Conduct. Case status changed to closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4346, 10-02-201714:49, 10-02-201714:47, 10-02-201714:47, 10-02-201714:47, Supplement,, Case Status changed to case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4387, 09-29-201712:55, 09-29-201712:54, 09-29-201712:54, 09-29-201712:54, Supplement,, Case status changed to case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4388, 10-03-201709:13, 10-03-201709:10, 10-03-201709:10, 10-03-201709:10, Supplement,, Case status change to case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4440, 10-01-201713:54, 09-26-201707:53, 09-13-201710:00, 09-17-201714:31, Supplement,, Case incident time changed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4625, 10-05-201701:31, 10-05-201701:30, 10-05-201701:30, 10-05-201701:30, Supplement,, Case Status Changed. Unfounded.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4657, 10-17-201714:34, 10-17-201714:33, 10-17-201714:33, 10-17-201714:33, Supplement,, Case Status changed. Title from disorderly conduct to Obstructing Official Business.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4687, 10-15-201706:30, 10-15-201706:29, 10-15-201706:29, 10-15-201706:29, Supplement,, Case status changed. Unfounded.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4720, 10-11-201700:13, 10-10-201723:40, 10-10-201723:40, 10-10-201723:40, Supplement,," Male student, Luke B. Naime 19 YOA, arrested for Offenses  Involving Underage Persons and Prohibited Acts. Arrest adult."
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4758, 10-11-201714:37, 10-11-201714:36, 10-11-201714:36, 10-11-201714:36, Supplement,, Case status changed from arrest adult to case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4770, 10-17-201709:22, 10-17-201709:21, 10-17-201709:21, 10-17-201709:21, Supplement,, Case status changed to closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4780, 10-13-201711:37, 10-13-201711:36, 10-13-201711:36, 10-13-201711:36, Supplement,, Case status changed. Warrant issued.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4793, 10-13-201718:01, 10-13-201718:00, 10-13-201718:00, 10-13-201718:00, Supplement,, Case status changed to closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4881, 10-18-201721:48, 10-18-201721:47, 10-18-201721:47, 10-18-201721:47, Supplement,, Case status changed. Warrant issued.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-71, 01-10-201702:36, 01-10-201702:33, 01-10-201702:33, 01-10-201702:33, Supplement,," Case Supplement, narrative change. Anthony Milian, male student, age 20, arrested for Prohibited Acts & Disorderly Conduct. Arrest Adult."
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-0168, 01-16-201714:43, 01-16-201711:36, 02-09-201611:36, 01-16-201711:36, Telecommunications Harassment,, Female student reports Telecommunication Harassment by a known suspect. Case Closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-0855, 02-23-201722:29, 02-23-201720:54, 02-22-201717:00, 02-23-201720:54, Telecommunications Harassment,, Female student reports Telecommunications Harassment by a known suspect. Case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-1042, 03-08-201715:15, 03-08-201711:45, 02-27-201720:07, 03-07-201718:52, Telecommunications Harassment,, Female student reports Telecommunications Harassment by a known suspect. Case closed.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-1564, 04-10-201715:04, 04-10-201712:34, 04-09-201719:37, 04-10-201720:11, Telecommunications Harassment,, Female student reports telecommunications harassment by known suspect. Investigation pending.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4047, 09-08-201719:55, 09-08-201715:38, 09-07-201707:00, 09-07-201708:00, Telecommunications Harassment,, Female faculty reports Telecommunications Harrassment by an unknown suspect. Investigation pending.
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4421, 09-25-201714:00, 09-25-201711:39, 09-25-201711:38, 09-25-201711:46, Telecommunications Harassment,, Female staff reports telecommunications harassment by unknown suspect. Case Closed.
" Blankenship Hall Lot Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4619, 10-04-201713:36, 10-04-201712:01, 10-04-201711:54, 10-04-201711:54, Traffic Crash-Property Damage,, Male staff reports traffic crash. Case closed
" Blankenship Hall Ohio State Campus, Columbus, Ohio",40.0023255,-83.033691,"40.0023255, -83.033691",17-4851, 10-15-201718:15, 10-15-201714:30, 10-15-201714:30, 10-15-201714:30, Unauthorized Use of Property,, Male student reports unauthorized use of property by unknown suspect.  Case closed.
" Caldwell Laboratory Ohio State Campus, Columbus, Ohio",40.002438,-83.0150028,"40.002438, -83.0150028",17-0169, 01-16-201714:48, 01-16-201713:22, 01-13-201716:00, 01-16-201713:00, Criminal Damaging,, Male staff reports Criminal Damaging by unknown persons. Case Closed.
" Caldwell Laboratory Ohio State Campus, Columbus, Ohio",40.002438,-83.0150028,"40.002438, -83.0150028",17-3790, 08-26-201717:02, 08-26-201713:49, 08-26-201713:49, 08-26-201713:49, Criminal Trespass,, Male non-affiliate juvenile arrested for Criminal Trespass. Arrest Juvenile.
" McPherson Lab Ohio State Campus, Columbus, Ohio",40.0025136,-83.0123396,"40.0025136, -83.0123396",17-2074, 05-09-201713:58, 05-09-201713:05, 05-09-201713:05, 05-09-201713:05, Administrative Information,, Female staff reports Administrative Information. Case closed
" McPherson Laboratory Ohio State Campus, Columbus, Ohio",40.0025136,-83.0123396,"40.0025136, -83.0123396",17-0227, 01-19-201713:50, 01-19-201707:06, 01-19-201707:06, 01-19-201707:06, Theft,, Female staff reports Theft by unknown suspects. Case closed.
" Smith Laboratory Ohio State Campus, Columbus, Ohio",40.0025155,-83.0131969,"40.0025155, -83.0131969",17-1867, 04-25-201721:49, 04-25-201716:49, 04-25-201715:00, 04-25-201715:45, Administrative Information,, Male staff reports Administrative Information. Case closed.
" Smith Laboratory Ohio State Campus, Columbus, Ohio",40.0025155,-83.0131969,"40.0025155, -83.0131969",17-4307, 09-20-201722:08, 09-20-201714:27, 09-20-201712:00, 09-20-201714:30, Theft,, Female staff reports theft by unknown suspect.  Case closed.
" Arps Parking Garage Ohio State Campus, Columbus, Ohio",40.0027387,-83.0099245,"40.0027387, -83.0099245",17-0772, 02-19-201705:36, 02-19-201701:04, 02-19-201701:04, 02-19-201701:04, Offenses involving underage persons,, Male student reports Offenses Involving Underage Persons by a known suspect. Investigation pending.
" Arps Parking Garage Ohio State Campus, Columbus, Ohio",40.0027387,-83.0099245,"40.0027387, -83.0099245",17-3580, 08-19-201706:11, 08-19-201701:09, 08-19-201701:09, 08-19-201701:09, Offenses involving underage persons,," Female student, Jacquelyn K. Obrien 19 yoa, arrested for Offenses Involving Underage Persons. Arrest adult."
" Arps Parking Garage Ohio State Campus, Columbus, Ohio",40.0027387,-83.0099245,"40.0027387, -83.0099245",17-0772, 02-20-201707:24, 02-19-201717:34, 02-19-201701:04, 02-19-201701:04, Supplement,," Case status changed.  Male student Jay D. Victor, age 18, issued summons for charged with Offenses involving underage person and prohibited acts.   Arrest adult."
" Arps Parking Garage Ohio State Campus, Columbus, Ohio",40.0027387,-83.0099245,"40.0027387, -83.0099245",17-0343, 01-25-201720:43, 01-25-201716:29, 01-25-201716:29, 01-25-201716:29, Traffic Crash-Property Damage,, Male non-affiliate reports property damage traffic crash.  Case closed.
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-1731, 04-18-201721:30, 04-18-201717:27, 04-18-201715:41, 04-18-201717:15, Criminal Damaging,, Female student reports Criminal Damaging by an unknown suspect. Case closed.
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-1536, 04-08-201714:15, 04-08-201711:53, 04-08-201710:50, 04-08-201711:45, Theft (From Auto),, Female student reports Theft from Auto and Criminal Damaging by unknown suspect. Case closed.
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-4707, 10-08-201713:30, 10-08-201711:29, 10-07-201715:00, 10-07-201719:56, Theft (From Auto),, Female non-affiliate reports theft from auto by unknown suspect. Case Closed.
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-0221, 01-18-201722:40, 01-18-201720:11, 01-18-201720:11, 01-18-201720:11, Traffic Crash-Property Damage,, Female student reports Traffic Crash-Property Damage. Case closed.
" Tuttle Park Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-0233, 01-19-201715:04, 01-19-201711:16, 01-19-201711:16, 01-19-201711:16, Traffic Crash-Property Damage,, Female student reports traffic crash. Case closed
" Tuttle Park Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-1877, 04-26-201712:04, 04-26-201711:39, 04-26-201711:39, 04-26-201711:39, Traffic Crash-Property Damage,, Female staff reports traffic crash. Case closed
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-1977, 05-02-201720:50, 05-02-201714:57, 05-02-201714:57, 05-02-201714:57, Traffic Crash-Property Damage,, Male staff reports Traffic Crash-Property Damage. Case closed.
" Tuttle Park Place Garage Ohio State Campus, Columbus, Ohio",40.0027651,-83.0174603,"40.0027651, -83.0174603",17-4183, 09-15-201713:37, 09-15-201710:14, 09-15-201710:14, 09-15-201710:14, Traffic Crash-Property Damage,, Male staff reports property damage traffic crash.  Case closed.
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-0638, 02-14-201716:04, 02-11-201721:04, 02-11-201720:35, 02-11-201720:45, Disorderly Conduct,, Male staff reports Disorderly Conduct by known suspects. Case closed.
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-0027, 01-04-201714:20, 01-04-201711:10, 01-03-201717:30, 01-03-201718:10, Theft,, Male student reports theft by unknown suspect. Case Closed.
" Adventure Rec Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-0074, 01-10-201708:13, 01-09-201713:32, 01-09-201712:00, 01-09-201713:15, Theft,, Female student reports theft by unknown suspect. Case Closed.
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-0436, 02-01-201705:49, 02-01-201700:08, 01-31-201721:25, 01-31-201723:00, Theft,, Male student reports Theft by an unknown suspect.  Investigation Pending.
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-1095, 03-11-201712:47, 03-11-201710:41, 03-10-201721:20, 03-10-201721:40, Theft,, Male non-affiliate reports Theft by unknown suspect. Case closed
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-2611, 06-15-201708:22, 06-11-201718:19, 06-11-201717:30, 06-11-201718:15, Theft (from auto),, Female non-affiliate reports theft from auto by an unknown suspect.  Case closed.
" Adventure Recreation Center Ohio State Campus, Columbus, Ohio",40.0027711,-83.031811,"40.0027711, -83.031811",17-4396, 09-24-201707:11, 09-24-201703:03, 09-24-201703:03, 09-24-201703:03, Vehicle Impound,, Male staff reports vehicle Impound. Case closed.
" Chadwick Arboretum Ohio State Campus, Columbus, Ohio",40.0027872,-83.0268618,"40.0027872, -83.0268618",17-2126, 05-15-201713:20, 05-12-201716:25, 02-01-201716:25, 04-20-201716:25, Theft,, Male faculty reports Theft by an unknown suspect. Case closed.
" Carmack 5 Ohio State Campus, Columbus, Ohio",40.0028126,-83.0425146,"40.0028126, -83.0425146",17-2990, 07-08-201722:03, 07-08-201716:02, 07-08-201713:00, 07-08-201713:45, Traffic Crash-Property Damage-Hit Skip,, Male staff reports Traffic Crash-Property Damage-Hit Skip by unknown suspects. Case closed.
" Bevis Hall Ohio State Campus, Columbus, Ohio",40.0028821,-83.0380821,"40.0028821, -83.0380821",17-0104, 01-11-201715:30, 01-11-201713:30, 01-11-201713:30, 01-11-201713:30, Disorderly Conduct,, Female staff reports Disorderly Conduct by a known suspect. Case closed.
" Northwest Parking Garage Ohio State Campus, Columbus, Ohio",40.0029069,-83.0162475,"40.0029069, -83.0162475",17-0479, 02-03-201713:35, 02-03-201712:47, 02-03-201712:47, 02-03-201712:47, Traffic Crash-Property Damage,, Male staff reports Traffic Crash-Property Damage. Case closed.
" Parker Food Science & Technology Ohio State Campus, Columbus, Ohio",40.0029454,-83.0287412,"40.0029454, -83.0287412",17-2128, 05-26-201719:41, 05-12-201718:09, 05-12-201714:00, 05-12-201717:00, Theft,, Female student reports Theft by an unknown suspect. Closed.
" Parker Food Science & Technology Ohio State Campus, Columbus, Ohio",40.0029454,-83.0287412,"40.0029454, -83.0287412",17-2167, 05-15-201713:45, 05-15-201710:37, 05-12-201711:30, 05-12-201713:30, Theft,, Male student reports theft by unknown suspect. Case Closed.
" Parker Food Science & Technology Ohio State Campus, Columbus, Ohio",40.0029454,-83.0287412,"40.0029454, -83.0287412",17-2771, 06-23-201714:39, 06-23-201709:14, 06-23-201709:14, 06-23-201709:14, Traffic Crash-Property Damage,, Male staff reports a property damage traffic crash. Case Closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-0966, 03-03-201708:06, 03-02-201716:33, 02-28-201715:00, 03-02-201710:00, Administrative Information,, Male staff reports Administrative Information. Case closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-0966, 03-03-201708:06, 03-02-201716:33, 02-28-201715:00, 03-02-201710:00, Administrative Information,, Male staff reports Administrative Information. Case closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-3044, 07-13-201722:27, 07-13-201711:07, 07-13-201711:07, 07-13-201711:07, Administrative Information,, Female staff reports Administrative Information. Case closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-2893, 07-01-201714:02, 07-01-201708:27, 07-01-201708:27, 07-01-201708:27, Ill Aided,, Female staff reports ill aided. Case closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-2893, 07-01-201714:02, 07-01-201708:27, 07-01-201708:27, 07-01-201708:27, Ill Aided,, Female staff reports ill aided. Case closed.
" Bolz Hall Ohio State Campus, Columbus, Ohio",40.0029963,-83.0152085,"40.0029963, -83.0152085",17-1025, 03-06-201721:55, 03-06-201718:51, 03-06-201718:26, 03-06-201718:51, Menacing By Stalking,, Male student reports menacing by stalking by a known suspect.  Case closed.
